x,y
0.98,5.8
5.37,22.55
0.3,3.8
1.3,8.8
3.52,24.66
1.6,11.16
0.45,5.8
8.25,36.05
4.76,27.56
1.56,9.3
3.9,19.26
0.0,25.0
1.96,11.8
1.29,11.16
1.28,8.76
1.39,9.96
1.68,15.66
4.03,19.8
20.83,71.22
1.3,8.8
4.52,19.8
1.49,8.8
5.06,23.16
8.8,34.8
3.24,13.3
1.14,8.76
0.0,51.55
2.04,11.62
3.67,15.9
0.0,12.3
0.92,7.8
2.77,18.55
2.88,11.8
1.4,7.8
2.6,18.9
1.55,11.33
1.3,11.55
0.99,10.6
2.25,13.56
9.62,41.31
0.0,25.0
13.42,91.8
4.49,29.8
9.1,49.9
0.0,16.0
0.0,17.0
2.26,15.06
8.11,30.05
1.4,12.09
1.39,7.8
4.86,25.55
4.6,24.3
0.9,6.95
1.7,11.75
3.75,16.62
3.01,20.46
1.43,12.8
4.03,21.05
28.48,84.3
7.23,31.8
2.57,21.06
2.8,18.3
1.11,11.16
5.56,28.5
1.05,9.3
0.56,6.3
1.4,11.44
2.63,14.55
27.49,84.35
0.7,7.85
1.3,11.15
0.6,8.3
0.8,7.3
1.57,12.74
2.85,16.05
1.83,14.76
3.22,16.55
1.4,10.56
1.37,14.69
1.34,9.3
3.22,14.8
0.31,5.16
0.24,29.0
3.04,16.55
2.59,12.8
3.36,17.3
3.0,11.8
2.1,11.3
3.2,19.0
1.43,7.3
0.5,4.8
7.2,28.55
1.4,8.8
0.8,6.95
3.1,15.3
0.0,51.55
4.22,22.0
1.89,9.8
0.0,25.3
0.71,16.3
0.85,5.8
0.0,21.0
2.35,14.75
1.2,8.84
1.38,8.3
4.12,27.66
3.19,18.05
1.39,10.8
1.6,11.0
2.02,9.8
1.77,12.88
2.58,14.0
1.9,11.05
1.7,13.55
0.0,7.3
0.0,3.96
0.0,11.0
0.68,11.11
0.35,4.3
0.54,4.8
0.43,4.8
2.49,11.3
1.27,8.3
0.76,10.3
4.2,0.0
2.9,17.05
0.0,33.55
1.54,10.16
5.4,23.76
1.79,8.8
2.82,18.06
9.6,32.3
7.43,32.13
4.7,28.26
1.16,11.88
3.72,21.3
1.77,9.8
0.52,4.8
0.0,33.0
2.8,18.05
1.43,10.1
0.74,6.62
4.61,21.36
0.0,3.3
0.96,6.8
1.73,11.3
4.95,18.8
4.29,28.26
17.09,55.85
1.64,12.88
7.62,28.56
1.44,9.3
1.5,11.62
5.7,30.55
0.7,7.3
0.89,6.31
2.97,13.3
2.3,15.05
4.8,24.05
2.79,16.05
1.54,7.8
2.72,15.46
3.0,22.85
0.6,7.5
3.15,18.3
0.86,9.05
1.05,6.3
2.64,17.55
2.09,12.36
1.8,11.16
3.36,21.66
0.0,21.0
1.43,9.96
0.85,6.3
2.49,15.05
10.6,0.0
1.0,7.3
1.7,14.45
0.88,7.8
3.42,16.56
1.42,9.3
0.5,6.85
5.85,19.8
13.44,52.56
1.45,12.05
1.39,8.3
0.87,7.8
1.45,9.3
3.99,20.05
1.02,7.25
4.31,16.8
0.97,6.8
6.82,31.55
2.81,19.05
1.9,12.95
22.39,86.91
1.91,10.3
1.42,10.38
1.68,10.8
0.0,49.55
1.4,9.96
1.29,10.55
19.15,60.8
2.1,12.35
4.3,28.65
2.61,21.31
1.75,9.8
3.23,14.3
1.04,8.76
1.98,12.3
4.48,19.89
5.94,33.19
4.9,16.3
26.85,86.35
1.0,8.3
1.7,11.6
6.67,25.55
0.57,6.36
0.46,5.8
9.79,48.05
10.32,40.6
3.49,20.46
0.81,7.54
2.81,18.21
1.6,8.3
3.44,15.8
1.35,9.8
1.4,9.96
3.72,21.55
0.76,6.3
1.76,12.3
2.42,17.46
2.8,14.3
1.54,11.05
1.09,8.84
8.3,34.55
1.68,11.76
1.09,6.3
2.2,17.6
0.0,0.0
1.77,8.3
7.22,30.0
1.41,8.8
0.64,5.3
4.34,26.05
9.5,0.0
0.3,5.76
3.26,19.86
2.35,18.06
1.09,14.37
3.52,20.05
2.3,13.3
26.73,88.35
2.37,12.96
1.71,10.56
1.17,11.76
0.83,5.8
1.5,12.09
0.0,25.0
1.87,13.3
1.65,12.36
4.42,18.55
0.38,6.62
0.51,5.3
1.11,7.3
1.5,11.0
3.2,14.3
2.2,11.3
6.44,23.1
1.63,10.8
2.23,15.05
1.01,11.05
1.81,13.55
3.13,15.55
0.85,6.3
2.22,12.96
5.49,25.86
0.85,7.3
3.97,28.86
7.5,26.55
17.17,58.85
0.27,4.8
2.41,21.51
0.96,6.8
1.87,10.8
1.2,8.8
0.62,5.3
5.74,23.31
0.52,7.25
1.26,7.3
0.64,5.8
2.3,17.05
7.28,41.41
3.7,23.05
3.66,15.3
0.0,16.0
9.13,28.3
0.74,8.8
2.68,18.66
1.13,7.3
1.59,13.05
1.61,8.8
5.38,22.3
1.45,7.3
2.42,15.66
1.99,16.31
3.31,15.3
6.0,24.95
1.4,10.55
1.94,11.8
6.56,32.05
2.37,19.1
1.6,10.3
0.0,3.96
11.2,37.05
19.78,70.85
2.9,19.86
0.93,9.05
3.1,19.86
3.71,19.24
3.3,18.05
2.4,16.55
2.73,29.45
0.0,27.0
1.03,5.8
1.69,9.8
1.53,8.8
1.38,8.76
0.0,37.0
1.28,12.0
3.44,19.61
16.45,55.3
2.71,13.18
2.47,12.8
1.85,9.8
1.91,13.39
1.55,9.3
2.54,16.86
3.55,19.3
0.89,6.8
0.46,5.28
2.33,14.55
1.55,12.06
0.0,19.0
1.53,7.3
0.0,16.0
2.31,14.12
1.1,6.8
17.74,53.8
0.9,5.8
0.0,35.55
0.37,6.36
0.17,14.76
1.75,12.74
6.63,35.8
0.1,21.8
2.5,18.65
2.32,11.0
1.46,9.3
3.88,19.05
1.46,8.3
2.49,16.55
5.47,22.07
1.39,9.3
17.08,64.6
9.98,43.26
1.0,7.3
0.0,0.0
0.0,14.0
7.0,36.06
4.46,20.16
0.42,4.3
0.76,7.3
1.3,8.3
4.19,21.8
6.2,6.55
8.8,0.0
2.45,19.31
0.15,35.0
1.43,8.3
2.02,10.3
1.96,11.3
1.46,11.05
2.15,9.3
2.64,19.12
2.32,14.3
5.41,29.05
5.81,24.8
5.67,25.3
2.17,11.3
3.66,25.26
0.0,25.0
10.16,40.8
0.69,6.8
0.89,9.55
0.93,6.8
1.75,11.76
0.91,6.3
0.47,4.8
2.08,15.55
2.17,18.66
4.56,24.8
1.57,11.0
1.55,9.3
3.0,12.3
0.0,39.55
1.85,7.8
4.94,24.44
3.08,14.3
5.68,30.06
2.93,14.3
0.0,7.3
16.98,70.35
2.82,20.46
2.14,15.55
1.24,7.8
1.87,11.76
4.62,21.3
1.8,11.15
0.0,41.55
0.66,6.96
1.1,8.84
2.27,9.8
1.97,14.55
4.0,17.8
6.6,25.8
1.0,8.3
1.0,9.6
1.08,10.38
2.62,16.05
1.09,7.3
0.96,7.8
8.75,32.05
1.03,10.3
2.32,18.3
2.48,15.3
2.0,13.55
3.7,22.55
0.9,15.0
2.31,20.69
0.0,14.0
1.97,18.55
0.86,10.8
2.84,19.05
7.33,30.8
7.07,30.06
0.12,5.3
6.7,33.42
2.12,10.8
3.28,21.06
0.4,5.3
1.5,8.8
6.05,19.8
2.64,13.3
2.7,17.05
1.9,15.65
7.0,32.45
3.52,20.05
0.0,35.0
4.91,29.05
1.93,17.55
1.88,12.96
8.17,30.05
16.0,67.02
1.25,6.8
2.82,14.3
0.0,4.3
2.74,16.8
3.53,20.3
1.89,11.16
1.71,11.3
2.51,19.86
0.35,6.96
1.28,9.36
6.52,20.8
1.0,12.3
0.48,5.8
1.41,8.8
2.82,18.05
0.73,5.8
1.02,6.8
11.27,32.3
1.9,10.3
1.1,12.05
0.0,0.0
0.0,16.0
2.87,18.5
2.81,14.8
0.35,5.5
3.84,26.46
0.0,16.0
1.18,8.3
2.32,20.06
1.86,10.3
0.22,6.8
27.67,89.35
7.09,32.46
4.39,16.3
2.67,18.55
0.98,7.8
2.48,16.56
0.0,31.0
16.04,56.3
4.6,20.41
4.47,21.36
0.94,6.8
1.75,15.06
6.04,32.46
1.23,7.8
1.6,9.3
0.49,5.3
0.0,11.0
1.67,8.8
3.09,14.3
3.0,16.8
7.05,33.05
0.68,5.8
1.3,8.3
1.68,9.8
0.33,4.3
2.78,11.3
0.0,41.55
8.86,26.3
2.1,12.3
3.09,15.8
0.51,5.3
1.04,8.3
2.18,13.3
1.24,7.8
1.28,6.8
21.9,0.0
3.03,14.8
1.99,14.05
2.9,13.8
22.08,66.85
2.16,11.8
3.59,17.3
0.8,6.3
1.7,11.8
2.79,12.3
1.02,12.06
1.53,8.8
15.24,74.8
2.07,16.86
1.0,7.3
2.4,16.01
1.17,13.26
0.0,14.0
2.77,18.66
0.0,36.0
2.37,12.3
1.58,10.38
2.11,14.16
4.26,18.3
7.49,27.3
3.21,22.26
3.9,24.65
0.31,4.3
1.01,7.8
4.56,21.55
0.0,3.3
1.65,9.8
1.81,9.8
4.2,19.75
2.68,14.12
0.57,4.8
1.63,10.3
9.1,43.85
0.89,7.3
0.95,6.3
30.55,95.85
22.62,72.35
4.65,17.3
2.77,18.5
1.99,11.3
2.91,19.86
3.0,16.05
2.49,19.26
3.41,14.3
2.28,11.8
18.61,13.05
1.3,9.96
0.0,16.0
1.55,9.3
1.91,11.76
3.53,19.8
3.88,15.8
2.34,12.8
3.68,16.56
0.0,3.3
0.0,33.0
3.23,20.3
1.96,15.01
0.9,12.06
1.61,13.19
0.0,17.0
5.72,29.46
1.22,10.56
1.7,13.3
2.44,18.05
3.31,24.06
0.29,11.16
4.44,23.19
7.29,37.62
1.97,13.56
1.58,7.8
1.07,7.3
1.53,9.8
10.52,54.12
1.1,7.3
1.4,11.75
0.66,5.3
6.86,27.85
1.57,9.8
1.66,10.8
0.0,33.0
23.21,77.35
0.5,4.8
0.2,3.8
8.34,29.8
1.66,14.16
2.62,11.8
7.05,25.8
8.24,26.3
0.22,5.59
7.2,30.35
0.0,38.45
1.31,12.74
9.2,39.55
0.65,6.8
10.6,38.0
5.2,22.0
0.0,9.3
11.86,91.35
1.96,9.8
2.74,14.3
0.76,5.8
3.15,20.46
3.6,15.8
0.7,5.8
2.32,14.3
0.0,18.3
1.9,9.8
1.59,7.8
2.67,18.8
4.8,28.15
1.06,10.75
0.97,6.8
1.5,8.8
1.21,13.19
1.46,14.46
0.0,14.0
3.25,17.8
1.55,10.8
15.64,56.3
0.76,10.26
0.19,-3.8
0.19,3.8
1.44,9.12
1.24,8.8
6.65,28.85
1.14,6.3
1.08,9.96
1.6,11.8
6.58,26.8
2.36,11.8
0.99,6.8
5.8,31.05
0.77,5.8
2.07,12.55
1.84,12.05
0.0,25.0
0.0,23.0
0.77,5.8
2.09,11.8
4.98,21.8
2.16,11.76
2.19,16.55
6.72,34.02
8.62,35.76
3.94,18.8
1.91,12.8
4.15,23.55
1.56,11.8
1.8,10.3
0.0,4.75
4.53,20.05
1.14,10.05
1.83,13.3
1.25,7.3
0.32,-4.3
0.32,4.3
0.0,0.0
0.0,3.3
0.0,3.3
0.0,3.3
0.0,-3.96
0.0,3.96
0.1,4.8
7.3,39.0
1.71,9.8
3.78,22.05
0.0,33.55
5.71,23.76
0.0,3.3
2.79,24.11
1.94,13.3
3.59,21.96
1.9,13.3
0.69,5.3
16.44,61.3
3.56,21.8
0.77,7.25
2.27,13.8
5.09,32.46
5.62,28.5
2.4,20.05
2.1,17.05
3.26,18.05
1.6,11.76
0.78,6.3
2.11,11.8
2.13,17.56
1.41,15.06
2.08,19.86
3.0,14.8
0.77,8.05
1.38,10.56
1.38,9.3
1.01,7.3
0.58,5.8
3.47,17.3
7.32,31.55
2.54,15.36
2.73,14.8
1.15,8.76
3.9,21.05
5.89,26.05
0.95,5.8
2.0,10.8
0.8,5.8
1.66,12.88
0.8,12.3
1.49,8.3
17.99,63.35
2.0,12.3
4.3,26.76
2.43,18.27
2.0,13.8
5.46,22.05
0.28,3.8
2.96,18.66
10.92,55.05
5.64,29.85
6.71,33.66
0.0,21.0
0.0,-3.96
0.0,3.96
1.55,8.8
1.08,11.16
0.92,8.5
1.64,9.8
0.7,6.8
6.3,29.05
21.29,70.35
1.92,11.3
0.7,10.56
0.84,6.8
0.93,7.56
2.4,11.8
4.16,19.55
1.3,13.85
7.15,42.96
0.0,25.0
0.45,4.8
3.5,26.71
1.92,16.86
1.98,12.36
0.0,49.55
1.57,14.76
3.32,25.69
2.82,20.46
1.89,9.8
1.35,8.3
1.26,7.8
1.47,8.3
34.05,150.6
1.33,10.38
1.62,10.3
0.8,5.8
0.8,6.3
1.03,6.8
0.3,6.36
1.78,10.3
1.3,10.75
3.99,15.3
0.77,5.8
2.76,17.55
6.0,43.8
1.0,9.49
9.8,43.26
5.44,25.55
6.57,26.55
1.9,10.0
2.1,15.05
0.14,17.31
2.11,15.13
3.36,25.26
1.64,10.3
1.25,10.56
1.51,11.05
3.4,19.3
1.03,7.3
4.82,22.8
1.13,7.3
14.24,52.25
1.17,8.8
1.11,7.3
1.85,14.12
1.3,9.36
2.1,20.05
0.0,0.0
1.86,14.76
2.86,20.46
4.87,22.88
3.0,17.76
3.0,18.59
2.96,20.69
4.49,23.05
16.14,61.35
5.11,23.76
2.58,16.05
1.02,6.8
1.0,6.3
0.03,3.3
1.4,9.49
0.64,6.89
3.3,19.61
0.59,5.8
1.75,10.3
0.47,4.8
1.41,11.76
3.15,21.96
1.51,16.31
0.73,13.55
2.05,17.55
7.4,30.05
0.98,8.8
2.03,12.96
6.8,33.66
4.92,25.85
0.0,25.0
4.8,21.8
22.61,78.35
16.0,52.8
0.32,4.3
1.64,12.3
1.94,10.8
8.37,38.05
0.7,5.3
2.34,15.55
0.72,5.8
2.7,15.05
2.5,14.3
4.0,15.8
1.14,7.3
0.82,6.3
2.15,10.3
7.7,34.85
1.55,15.3
5.8,25.55
3.09,20.05
0.71,10.47
1.49,11.0
0.99,6.8
1.31,9.8
1.7,10.3
1.1,9.95
0.7,5.8
3.74,28.1
12.83,51.85
5.5,24.8
0.74,7.54
7.99,44.65
0.29,5.8
23.89,85.35
1.24,8.3
1.19,9.75
2.15,12.3
1.5,9.3
0.8,5.8
2.93,19.3
0.0,14.0
3.04,21.06
2.2,14.3
0.0,-7.3
0.0,7.3
1.54,8.8
3.9,25.55
3.43,21.66
2.6,19.3
2.54,24.06
4.62,34.86
4.32,25.05
24.08,83.35
2.5,16.56
1.16,11.46
1.14,6.8
2.3,15.05
1.5,8.3
3.81,14.8
1.02,11.3
4.04,26.05
0.1,3.3
2.0,17.45
0.0,14.0
0.0,14.0
2.49,20.05
1.36,11.55
0.85,6.3
2.29,15.55
0.8,8.55
1.22,7.8
0.72,7.3
1.93,14.8
2.36,17.29
5.29,19.8
17.14,64.35
0.0,14.76
0.71,5.8
1.47,10.8
7.74,36.62
2.02,10.8
1.28,14.05
0.04,3.3
1.32,8.8
1.3,7.8
0.7,7.2
1.1,10.0
1.8,12.55
13.22,62.35
18.27,94.85
0.64,7.56
4.0,18.3
2.04,12.8
2.1,15.3
18.93,76.35
2.9,18.55
0.6,10.1
1.31,7.8
0.82,6.8
1.31,7.8
18.82,71.22
0.74,5.8
2.27,16.3
1.4,9.3
0.0,22.0
1.4,11.6
6.13,31.86
2.27,17.55
1.67,12.05
2.1,16.62
0.53,5.8
1.04,9.0
0.26,5.3
3.36,30.06
0.63,6.8
2.13,17.16
3.4,18.8
16.3,63.35
1.72,12.8
3.4,18.3
1.7,15.05
7.7,49.25
3.29,21.94
1.37,15.06
6.1,35.45
6.57,24.3
13.85,31.68
1.64,9.8
2.36,15.96
3.12,19.8
0.68,7.3
0.0,27.55
11.98,48.8
19.5,79.8
0.48,5.8
2.02,11.3
1.0,9.49
5.8,38.2
1.41,8.8
1.75,15.06
1.89,19.44
1.25,13.86
0.93,8.3
0.83,7.56
0.78,13.05
5.1,21.8
0.57,6.3
2.89,13.3
0.9,9.8
1.2,12.25
2.1,11.8
3.35,18.8
1.28,10.8
2.29,19.26
1.98,13.5
5.03,18.3
4.89,27.3
0.69,8.3
1.38,10.3
16.69,98.8
1.0,8.8
2.2,15.8
0.66,6.8
0.0,25.0
9.98,47.46
1.49,11.16
2.3,16.3
1.35,9.3
2.22,13.3
0.9,9.3
6.5,43.26
2.3,14.3
7.77,48.8
2.86,19.55
3.0,21.8
1.03,9.8
1.29,14.16
1.73,14.76
2.42,18.3
1.65,12.88
1.54,14.12
0.7,7.3
5.4,19.3
7.7,38.3
1.56,16.31
0.84,8.16
7.19,39.8
14.54,63.8
9.31,67.8
3.82,16.3
3.53,25.69
1.29,9.3
0.96,7.8
4.26,33.06
1.03,12.05
2.73,23.47
2.8,21.05
1.49,9.8
1.66,11.55
2.9,24.8
1.06,9.3
2.57,19.61
12.26,43.3
1.52,9.3
5.07,22.8
7.12,25.8
1.31,12.25
0.97,10.0
31.91,99.85
4.22,24.05
6.71,42.61
3.26,16.8
2.77,17.25
0.6,6.3
2.35,14.3
0.7,6.8
1.0,8.3
5.69,28.8
15.7,58.85
5.48,29.46
3.11,21.66
3.18,14.8
0.92,11.16
1.32,8.8
4.92,30.42
3.29,14.8
3.5,15.8
2.43,20.05
8.75,34.56
1.0,10.56
1.7,11.8
0.94,8.84
1.4,10.3
0.01,4.3
0.57,7.88
1.55,9.8
1.54,13.5
3.53,18.8
1.37,8.8
0.82,7.3
1.14,8.3
0.69,11.3
1.43,12.3
3.81,25.86
4.04,21.3
3.12,23.16
0.0,7.0
1.4,10.56
3.15,22.86
1.78,14.12
1.61,11.3
3.3,30.06
5.09,20.8
1.04,12.95
1.86,10.3
1.0,8.3
0.55,8.16
6.61,41.46
6.3,29.05
3.29,15.3
1.12,7.3
4.27,17.8
2.56,16.05
1.64,12.96
2.33,14.55
5.7,33.55
0.48,6.8
0.48,6.3
4.04,21.96
5.42,27.06
2.73,18.05
3.14,19.86
0.0,15.3
3.1,15.3
2.3,14.8
4.11,24.66
2.84,24.05
1.19,8.8
1.46,12.88
2.1,13.3
2.09,14.8
0.0,21.0
4.08,26.76
4.7,29.75
1.69,16.26
0.88,7.8
1.3,12.3
1.1,7.8
1.39,13.56
4.78,28.34
0.56,7.54
2.04,14.75
1.54,11.16
0.0,12.36
0.71,9.36
1.09,8.8
1.17,11.62
14.4,56.8
1.28,10.8
4.82,25.93
3.35,15.3
3.17,15.3
1.4,16.25
3.1,20.45
4.2,21.3
0.0,43.0
2.24,23.82
2.47,16.3
1.94,16.26
2.42,21.06
9.7,37.8
1.15,11.0
7.46,69.8
11.44,41.3
0.62,10.55
1.44,12.36
1.67,13.05
1.43,13.55
2.84,21.66
5.06,22.8
2.87,17.55
2.94,23.19
1.43,11.27
5.27,57.3
1.56,13.05
5.93,33.19
0.0,25.3
2.5,27.3
0.7,7.3
5.2,29.21
0.57,10.79
0.76,9.36
1.64,11.3
2.8,15.3
3.23,18.36
1.1,10.3
0.71,7.3
0.87,11.0
0.81,12.0
2.55,17.55
0.0,4.3
0.0,4.3
0.0,5.8
5.63,26.3
1.89,17.56
1.65,10.8
0.97,8.0
0.56,10.41
1.84,11.3
1.28,13.26
3.07,18.8
3.0,14.3
2.24,14.3
6.84,21.8
3.59,24.06
3.77,21.04
1.4,11.16
1.06,11.0
0.73,8.97
2.53,12.8
2.6,18.65
2.0,17.46
2.7,21.06
2.32,11.8
1.43,15.06
0.95,9.96
3.95,18.83
2.03,13.3
1.03,7.3
1.28,9.3
0.93,8.3
3.46,16.8
2.54,15.3
5.81,25.09
1.2,9.3
0.92,8.3
0.6,6.3
1.25,10.0
1.31,13.0
14.37,71.85
1.36,9.36
6.14,32.6
7.2,29.16
2.81,19.24
4.92,28.01
0.0,22.3
3.4,16.3
9.79,42.66
3.25,19.3
5.61,32.03
1.86,11.8
1.1,11.0
4.21,21.3
8.55,46.26
8.37,30.3
1.8,11.75
1.8,14.69
0.6,6.3
1.0,12.06
13.19,45.35
1.68,10.3
3.42,17.3
1.25,11.05
3.87,19.8
5.06,27.35
1.74,10.3
1.88,14.16
3.35,20.3
2.0,15.65
6.7,27.8
1.6,11.3
2.23,16.62
0.85,9.75
1.69,11.16
1.9,12.3
6.8,34.55
1.31,7.3
1.89,11.3
1.21,8.3
0.75,7.3
3.75,24.66
13.94,49.85
0.79,8.8
0.95,8.5
1.14,9.13
1.7,10.8
0.71,10.86
2.09,12.96
1.71,14.46
0.86,8.8
0.07,4.3
2.22,18.27
2.51,15.55
2.93,21.89
3.6,23.63
10.41,33.8
2.75,15.3
10.1,37.35
1.33,12.05
0.93,8.3
0.64,8.84
2.18,17.0
1.0,9.8
1.28,10.23
3.88,17.16
4.09,22.05
1.49,12.88
0.92,12.96
1.25,9.8
3.48,20.3
10.3,20.3
1.0,10.14
1.27,92.8
6.58,34.02
0.7,6.3
1.04,10.38
1.65,11.76
1.37,9.96
2.19,15.34
2.1,18.05
5.71,30.06
0.92,11.8
3.77,18.36
1.29,12.75
1.05,12.66
0.0,4.8
0.0,5.3
0.0,4.3
0.0,10.3
1.44,9.36
2.08,12.3
0.97,8.76
1.57,9.8
1.19,9.3
4.89,20.16
2.79,21.66
1.9,13.39
5.95,27.8
1.41,11.76
1.87,14.16
1.44,10.56
1.7,15.66
5.4,28.25
0.62,5.8
8.01,37.86
5.55,29.46
5.26,18.3
0.0,17.1
6.88,31.86
2.26,15.05
0.84,6.3
0.9,13.26
5.42,19.8
2.4,16.55
12.43,55.1
2.39,13.8
4.83,31.3
1.99,13.8
2.87,20.46
4.7,24.66
16.84,51.8
5.24,24.05
6.57,34.3
6.3,21.8
1.1,8.8
2.2,16.26
1.6,8.8
5.89,23.55
1.86,17.46
0.0,9.49
1.22,10.3
1.41,10.3
3.1,18.75
2.78,14.3
0.63,6.8
1.38,11.62
0.7,6.3
2.26,13.3
1.85,9.8
1.35,7.3
0.63,6.96
0.87,7.8
0.84,8.5
1.28,12.05
13.55,57.06
0.0,57.3
1.1,12.3
1.6,12.25
0.89,9.12
1.15,7.8
1.7,11.3
1.5,11.8
4.47,19.8
4.1,22.55
1.5,10.3
1.82,13.56
0.71,6.8
1.49,10.3
0.79,8.16
3.49,15.8
0.79,8.16
3.59,31.32
1.15,9.3
9.78,30.3
0.0,28.3
1.8,10.8
20.02,77.85
3.25,25.06
1.79,17.46
1.43,11.55
1.54,14.16
1.48,10.14
5.01,26.46
3.56,21.55
2.83,20.18
0.38,5.3
3.59,15.8
2.24,16.86
11.9,45.8
0.53,5.3
1.87,14.76
0.75,8.84
1.17,9.3
0.76,7.88
1.79,18.19
2.26,17.31
0.99,9.96
7.83,18.3
3.98,21.66
6.13,29.05
0.76,7.3
1.65,9.8
3.06,21.06
1.86,9.8
4.14,17.55
4.1,18.3
1.29,9.36
0.94,7.24
0.92,8.76
1.07,8.3
1.22,10.55
1.75,11.8
4.79,18.96
1.61,10.8
2.24,11.8
3.16,14.3
1.81,12.05
1.73,14.46
1.6,11.05
2.29,14.76
1.89,9.8
1.57,8.8
3.47,19.86
1.41,8.3
1.32,8.8
1.58,9.3
1.36,8.76
1.18,11.0
5.0,21.0
0.98,7.3
1.52,10.38
1.46,9.3
0.85,7.3
1.33,8.4
3.29,18.55
16.87,51.3
1.5,9.3
2.21,11.8
1.1,7.8
1.97,13.55
1.63,10.3
0.0,-5.8
0.0,5.8
2.32,12.3
13.02,44.85
0.7,5.8
2.27,13.3
3.25,20.8
0.81,6.3
1.22,13.71
1.63,13.05
1.45,12.1
1.49,10.38
7.1,33.66
4.24,24.44
9.2,32.05
1.0,11.0
1.5,8.8
4.18,21.0
0.91,7.56
3.69,18.05
0.63,6.8
5.57,22.8
3.49,21.66
2.78,12.8
0.66,6.3
2.77,16.86
2.72,12.3
1.62,9.8
5.11,17.8
1.83,10.8
1.49,9.0
1.38,8.3
1.7,11.16
2.36,18.06
1.07,6.8
1.7,11.75
2.2,15.95
0.7,9.8
2.1,10.3
0.09,10.3
8.0,25.8
3.43,20.46
7.67,26.55
8.0,31.05
2.31,13.56
1.62,10.3
2.8,11.8
1.8,11.76
0.85,7.3
1.27,8.8
1.72,9.3
2.44,14.05
1.81,15.67
0.0,10.38
2.81,11.8
1.4,7.3
5.38,25.26
0.0,12.36
0.0,19.86
1.47,9.8
1.9,9.3
1.45,8.8
1.4,9.8
1.74,10.3
1.17,7.3
2.64,16.8
1.24,11.3
1.05,8.16
3.44,15.0
2.92,17.46
1.4,9.36
14.18,61.15
1.91,11.76
1.06,8.8
0.0,30.0
0.9,8.3
2.9,17.25
1.27,9.36
0.72,8.5
3.15,21.05
8.32,35.3
10.26,41.3
0.0,6.3
3.41,15.3
4.02,17.3
4.9,24.05
10.37,40.8
7.89,31.06
1.15,7.3
3.1,20.46
1.5,9.3
3.01,14.3
0.82,5.8
1.36,12.09
6.93,22.8
1.78,12.8
7.02,28.52
1.38,10.38
0.38,4.8
1.25,13.26
9.9,38.3
3.87,22.86
1.1,7.8
3.64,19.24
1.72,9.8
0.5,4.8
0.0,18.0
0.0,16.86
0.55,6.8
4.75,17.3
7.25,28.05
3.71,18.8
0.91,6.3
3.59,18.05
0.75,6.3
0.66,5.8
1.37,11.0
2.53,13.8
6.74,30.66
3.9,25.26
5.55,26.3
4.74,21.84
3.4,14.8
0.66,7.54
1.18,8.76
1.19,7.8
1.03,6.3
9.23,39.06
0.0,3.8
19.56,75.85
1.7,15.66
2.37,16.26
9.0,32.76
1.66,8.8
0.77,7.3
2.82,16.01
1.86,9.8
4.4,14.3
2.04,9.8
1.63,8.8
2.36,16.16
0.5,5.8
1.3,13.26
5.1,18.3
3.49,13.3
4.3,16.88
2.76,16.55
1.38,7.3
2.05,12.88
0.85,5.8
1.22,7.8
1.4,10.1
2.0,10.3
1.1,8.0
0.93,6.8
0.0,8.8
5.36,33.42
22.19,74.55
19.28,63.05
1.34,12.8
0.53,6.8
3.07,15.96
0.0,12.5
0.99,8.8
21.23,68.35
1.5,12.8
1.58,9.3
1.68,10.78
2.32,15.06
2.53,15.06
3.4,20.8
3.4,0.0
3.4,0.0
1.22,9.36
3.62,18.3
1.29,8.8
9.04,39.66
1.09,6.8
2.17,11.3
4.59,16.8
4.28,25.0
5.01,18.8
1.48,13.26
2.07,15.3
12.22,45.55
4.52,19.75
1.36,8.3
7.68,42.35
2.8,12.8
1.67,8.3
0.47,20.3
7.12,27.8
0.99,7.3
0.0,18.75
2.26,14.69
1.96,10.8
2.0,11.16
4.09,22.56
0.69,5.8
1.17,11.8
0.0,18.8
0.57,50.3
4.66,34.8
2.78,11.3
3.12,12.3
0.03,3.8
4.32,24.55
0.96,7.3
2.89,15.8
11.7,6.55
31.29,112.8
0.0,14.0
8.74,30.8
5.47,40.35
27.22,81.35
17.75,58.85
6.77,29.35
5.71,27.06
18.27,55.3
14.82,47.25
21.55,59.8
0.47,5.39
0.5,5.76
23.94,99.8
1.4,10.05
1.85,11.0
20.91,77.85
6.3,0.0
19.7,0.0
0.0,17.0
14.95,59.35
1.13,7.8
0.04,3.8
4.38,25.05
1.43,10.79
3.57,17.05
0.48,4.8
3.38,12.3
3.48,15.8
9.38,37.45
0.0,23.0
0.0,31.0
4.15,20.75
5.18,20.3
2.3,10.3
1.14,6.3
3.93,17.3
3.37,20.05
1.78,12.55
2.35,10.8
2.2,11.75
0.78,7.56
0.0,12.3
12.6,47.8
5.71,32.3
19.71,69.85
5.03,25.8
4.47,15.3
13.8,46.3
1.87,11.16
2.92,19.26
12.05,35.3
8.1,37.0
6.52,29.8
5.3,24.44
0.5,4.8
1.8,10.1
6.62,26.85
2.55,11.3
1.7,13.8
0.0,51.55
12.38,65.8
1.2,7.3
5.92,19.8
0.0,7.8
0.0,3.3
3.43,16.55
4.14,19.12
10.28,45.38
2.0,0.0
16.3,6.55
2.9,18.25
1.03,6.3
1.79,9.3
2.48,11.76
