x,y
2.17,5955.0
2.25,5955.0
2.25,5955.0
15.17,5949.0
5.83,5954.0
8.92,5954.0
9.25,5954.0
11.75,5954.0
12.33,5954.0
15.17,5954.0
15.75,5954.0
3.75,5955.0
4.5,5955.0
10.25,5955.0
